location,date,population,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,people_fully_vaccinated_per_hundred
Chile,2021-01-11,19212362,3969,206.586,66,3.435,57438,0
Chile,2021-01-12,19212362,3243,168.798,20,1.041,42722,0
Chile,2021-01-13,19212362,3390,176.449,22,1.145,41460,0.01
Chile,2021-01-14,19212362,4187,217.933,90,4.684,54116,0.03
Chile,2021-01-15,19212362,4468,232.559,75,3.904,58977,0.04
Chile,2021-01-16,19212362,4313,224.491,66,3.435,65199,0.04
Chile,2021-01-17,19212362,4339,225.844,42,2.186,68458,0.04
Chile,2021-01-18,19212362,3918,203.931,70,3.643,55673,0.04
Chile,2021-01-19,19212362,3401,177.021,26,1.353,42013,0.04
Chile,2021-01-20,19212362,3589,186.807,21,1.093,41504,0.04
Chile,2021-01-21,19212362,4367,227.302,108,5.621,56928,0.04
Chile,2021-01-22,19212362,4959,258.115,84,4.372,62516,0.04
Chile,2021-01-23,19212362,4581,238.44,68,3.539,58428,0.04
Chile,2021-01-24,19212362,4463,232.298,79,4.112,65500,0.04
Chile,2021-01-25,19212362,4068,211.739,66,3.435,55229,0.05
Chile,2021-01-26,19212362,3322,172.91,24,1.249,42995,0.05
Chile,2021-01-27,19212362,3388,176.345,17,0.885,39555,0.05
Chile,2021-01-28,19212362,4255,221.472,134,6.975,53790,0.05
Chile,2021-01-29,19212362,4606,239.741,83,4.32,61941,0.05
Chile,2021-01-30,19212362,4151,216.059,82,4.268,63308,0.05
Chile,2021-01-31,19212362,4209,219.078,113,5.882,60434,0.05
Chile,2021-02-01,19212362,3779,196.696,85,4.424,58709,0.05
Chile,2021-02-02,19212362,3147,163.801,22,1.145,45388,0.05
Chile,2021-02-03,19212362,2610,135.85,17,0.885,32488,0.05
Chile,2021-02-04,19212362,3592,186.963,155,8.068,52040,0.07
Chile,2021-02-05,19212362,3782,196.852,77,4.008,56151,0.07
Chile,2021-02-06,19212362,4063,211.478,87,4.528,59950,0.07
Chile,2021-02-07,19212362,3804,197.998,79,4.112,54943,0.07
Chile,2021-02-08,19212362,3464,180.301,82,4.268,50505,0.13
Chile,2021-02-09,19212362,2839,147.769,28,1.457,39024,0.23
Chile,2021-02-10,19212362,2387,124.243,21,1.093,28742,0.27
Chile,2021-02-11,19212362,3731,194.198,157,8.172,52742,0.29
Chile,2021-02-12,19212362,4164,216.735,83,4.32,55262,0.29
Chile,2021-02-13,19212362,3925,204.296,98,5.101,54720,0.29
Chile,2021-02-14,19212362,3813,198.466,98,5.101,54923,0.29
Chile,2021-02-15,19212362,3332,173.43,83,4.32,50614,0.29
Chile,2021-02-16,19212362,2498,130.02,20,1.041,34193,0.29
Chile,2021-02-17,19212362,2275,118.413,15,0.781,24914,0.29
Chile,2021-02-18,19212362,3828,199.247,139,7.235,51196,0.29
Chile,2021-02-19,19212362,3797,197.633,99,5.153,49684,0.29
Chile,2021-02-20,19212362,3906,203.307,77,4.008,51953,0.29
Chile,2021-02-21,19212362,3615,188.16,68,3.539,50028,0.29
Chile,2021-02-22,19212362,3549,184.725,84,4.372,54650,0.29
Chile,2021-02-23,19212362,2308,120.131,25,1.301,31486,0.29
Chile,2021-02-24,19212362,2555,132.987,22,1.145,28884,0.29
Chile,2021-02-25,19212362,4472,232.767,137,7.131,51026,0.29
Chile,2021-02-26,19212362,4585,238.648,90,4.684,54910,0.29
Chile,2021-02-27,19212362,4489,233.652,76,3.956,55300,0.29
Chile,2021-02-28,19212362,3207,166.924,96,4.997,53311,0.29
Chile,2021-03-01,19212362,5145,267.796,88,4.58,56754,0.3
Chile,2021-03-02,19212362,2742,142.721,24,1.249,31617,0.36
Chile,2021-03-03,19212362,3040,158.231,20,1.041,27151,1.16
Chile,2021-03-04,19212362,4567,237.712,134,6.975,55677,2.03
Chile,2021-03-05,19212362,5331,277.478,90,4.684,60720,2.87
Chile,2021-03-06,19212362,5033,261.967,80,4.164,59191,2.99
Chile,2021-03-07,19212362,5302,275.968,69,3.591,63583,3.03
Chile,2021-03-08,19212362,4748,247.133,86,4.476,62007,4.14
Chile,2021-03-09,19212362,3531,183.788,19,0.989,35615,5.38
Chile,2021-03-10,19212362,3885,202.214,24,1.249,35006,6.76
Chile,2021-03-11,19212362,5563,289.553,156,8.12,62746,8.04
Chile,2021-03-12,19212362,5973,310.894,89,4.632,65686,9.2
Chile,2021-03-13,19212362,5894,306.782,123,6.402,69517,9.34
Chile,2021-03-14,19212362,5731,298.298,100,5.205,68151,9.36
Chile,2021-03-15,19212362,5121,266.547,98,5.101,68968,10.78
Chile,2021-03-16,19212362,4551,236.879,17,0.885,46380,12.05
Chile,2021-03-17,19212362,3430,178.531,27,1.405,37465,13.17
Chile,2021-03-18,19212362,7257,377.726,172,8.953,70195,14.14
Chile,2021-03-19,19212362,6584,342.696,99,5.153,73129,14.95
Chile,2021-03-20,19212362,7036,366.223,93,4.841,76275,15.01
Chile,2021-03-21,19212362,6850,356.541,99,5.153,76335,15.01
Chile,2021-03-22,19212362,6155,320.367,80,4.164,75880,15.65
Chile,2021-03-23,19212362,4864,253.17,25,1.301,54615,16.12
Chile,2021-03-24,19212362,4825,251.14,18,0.937,39770,16.46
Chile,2021-03-25,19212362,7060,367.472,122,6.35,70922,16.74
Chile,2021-03-26,19212362,7478,389.229,63,3.279,77308,17.01
Chile,2021-03-27,19212362,7592,395.162,66,3.435,79262,17.02
Chile,2021-03-28,19212362,7330,381.525,101,5.257,78444,17.03
Chile,2021-03-29,19212362,7241,376.893,316,16.448,75958,17.63
Chile,2021-03-30,19212362,5008,260.666,37,1.926,46387,18.38
Chile,2021-03-31,19212362,6046,314.693,28,1.457,41827,19.18
Chile,2021-04-01,19212362,7868,409.528,193,10.046,69121,20.06
Chile,2021-04-02,19212362,8079,420.511,93,4.841,73543,20.08
Chile,2021-04-03,19212362,7993,416.034,103,5.361,70458,20.09
Chile,2021-04-04,19212362,7307,380.328,120,6.246,69095,20.09
Chile,2021-04-05,19212362,5827,303.294,33,1.718,45821,21.16
Chile,2021-04-06,19212362,5168,268.993,57,2.967,35604,21.92
Chile,2021-04-07,19212362,5242,272.845,62,3.227,30671,22.65
Chile,2021-04-08,19212362,8248,429.307,183,9.525,70204,23.49
Chile,2021-04-09,19212362,9151,476.308,129,6.714,77899,24.26
Chile,2021-04-10,19212362,8101,421.656,105,5.465,73833,24.34
Chile,2021-04-11,19212362,7977,415.201,133,6.923,72297,24.35
Chile,2021-04-12,19212362,6421,334.212,137,7.131,73293,25.18
Chile,2021-04-13,19212362,5790,301.368,35,1.822,49904,26.01
Chile,2021-04-14,19212362,5557,289.241,30,1.561,36705,26.79
Chile,2021-04-15,19212362,7431,386.782,218,11.347,70821,27.55
Chile,2021-04-16,19212362,7613,396.255,157,8.172,77375,28.26
Chile,2021-04-17,19212362,8037,418.324,132,6.871,72806,28.33
Chile,2021-04-18,19212362,7370,383.607,122,6.35,74989,28.34
Chile,2021-04-19,19212362,6622,344.674,100,5.205,72839,29.13
Chile,2021-04-20,19212362,4849,252.39,40,2.082,45505,29.91
Chile,2021-04-21,19212362,5214,271.388,36,1.874,36128,30.67
Chile,2021-04-22,19212362,6917,360.029,179,9.317,66267,31.42
Chile,2021-04-23,19212362,7582,394.642,109,5.673,69461,32.17
Chile,2021-04-24,19212362,6909,359.612,101,5.257,65303,32.23
Chile,2021-04-25,19212362,6725,350.035,114,5.934,67932,32.24
Chile,2021-04-26,19212362,6078,316.359,119,6.194,69029,33.04
Chile,2021-04-27,19212362,4158,216.423,45,2.342,38690,33.73
Chile,2021-04-28,19212362,4499,234.172,53,2.759,31603,34.38
Chile,2021-04-29,19212362,6720,349.775,174,9.057,63239,35.03
Chile,2021-04-30,19212362,7254,377.569,106,5.517,71802,35.22
Chile,2021-05-01,19212362,5510,286.795,104,5.413,64363,35.23
Chile,2021-05-02,19212362,7165,372.937,104,5.413,66725,35.23
Chile,2021-05-03,19212362,4895,254.784,98,5.101,60737,35.63
Chile,2021-05-04,19212362,3249,169.11,37,1.926,29850,36.09
Chile,2021-05-05,19212362,3885,202.214,30,1.561,30531,36.58
Chile,2021-05-06,19212362,6299,327.862,169,8.796,62816,36.98
Chile,2021-05-07,19212362,6530,339.885,109,5.673,65470,37.31
Chile,2021-05-08,19212362,6198,322.605,97,5.049,62995,37.35
Chile,2021-05-09,19212362,5493,285.91,117,6.09,62044,37.36
Chile,2021-05-10,19212362,5339,277.894,100,5.205,66350,37.72
Chile,2021-05-11,19212362,3738,194.562,38,1.978,37399,38.17
Chile,2021-05-12,19212362,3902,203.098,28,1.457,28402,38.58
Chile,2021-05-13,19212362,6153,320.263,136,7.079,60976,38.89
Chile,2021-05-14,19212362,6915,359.925,127,6.61,65918,39.19
Chile,2021-05-15,19212362,6736,350.608,87,4.528,65312,39.19
Chile,2021-05-16,19212362,6296,327.706,98,5.101,65886,39.19
Chile,2021-05-17,19212362,5548,288.772,102,5.309,66252,39.43
Chile,2021-05-18,19212362,3766,196.02,31,1.614,30228,39.68
Chile,2021-05-19,19212362,4767,248.121,32,1.666,32470,39.9
Chile,2021-05-20,19212362,7682,399.847,172,8.953,68721,40.23
Chile,2021-05-21,19212362,7602,395.683,121,6.298,68158,40.24
Chile,2021-05-22,19212362,7500,390.374,96,4.997,70401,40.27
Chile,2021-05-23,19212362,6505,338.584,132,6.871,65339,40.27
Chile,2021-05-24,19212362,5343,278.102,30,1.561,43802,40.59
Chile,2021-05-25,19212362,4160,216.527,37,1.926,33538,40.89
Chile,2021-05-26,19212362,5197,270.503,39,2.03,32389,41.14
Chile,2021-05-27,19212362,8105,421.864,185,9.629,70276,41.33
Chile,2021-05-28,19212362,8658,450.647,119,6.194,72575,41.54
Chile,2021-05-29,19212362,8216,427.641,119,6.194,74580,41.57
Chile,2021-05-30,19212362,7910,411.714,121,6.298,77048,41.58
Chile,2021-05-31,19212362,6839,355.969,132,6.871,71749,41.89
Chile,2021-06-01,19212362,5011,260.822,44,2.29,43648,42.31
Chile,2021-06-02,19212362,5616,292.312,41,2.134,39081,42.81
Chile,2021-06-03,19212362,8128,423.061,213,11.087,73435,43.37
Chile,2021-06-04,19212362,8245,429.151,98,5.101,72491,43.91
Chile,2021-06-05,19212362,8920,464.284,120,6.246,84564,44.03
Chile,2021-06-06,19212362,7690,400.263,121,6.298,83214,44.04
Chile,2021-06-07,19212362,6928,360.601,121,6.298,78828,44.71
Chile,2021-06-08,19212362,5533,287.992,46,2.394,52310,45.36
Chile,2021-06-09,19212362,5351,278.519,37,1.926,45127,45.97
Chile,2021-06-10,19212362,7709,401.252,198,10.306,78077,46.52
Chile,2021-06-11,19212362,7942,413.38,133,6.923,82705,47.04
Chile,2021-06-12,19212362,7573,394.173,107,5.569,80175,47.09
Chile,2021-06-13,19212362,7481,389.385,128,6.662,86435,47.09
Chile,2021-06-14,19212362,6190,322.188,97,5.049,73719,47.7
Chile,2021-06-15,19212362,4576,238.18,61,3.175,49096,48.35
Chile,2021-06-16,19212362,4322,224.959,57,2.967,41219,48.98
Chile,2021-06-17,19212362,6670,347.172,218,11.347,81631,49.57
Chile,2021-06-18,19212362,6770,352.377,119,6.194,80284,49.81
Chile,2021-06-19,19212362,6274,326.561,133,6.923,77034,49.92
Chile,2021-06-20,19212362,5743,298.922,121,6.298,72783,49.93
Chile,2021-06-21,19212362,5205,270.919,132,6.871,75848,49.99
Chile,2021-06-22,19212362,3710,193.105,45,2.342,41085,51.08
Chile,2021-06-23,19212362,2476,128.875,56,2.915,27471,52
Chile,2021-06-24,19212362,3463,180.249,51,2.655,42128,53.07
Chile,2021-06-25,19212362,5599,291.427,215,11.191,74138,53.97
Chile,2021-06-26,19212362,5171,269.15,151,7.86,73134,54.19
Chile,2021-06-27,19212362,4461,232.194,135,7.027,72015,54.21
Chile,2021-06-28,19212362,4034,209.969,156,8.12,69191,54.23
Chile,2021-06-29,19212362,2637,137.255,35,1.822,36969,55.32
Chile,2021-06-30,19212362,2128,110.762,56,2.915,26480,56.14
Chile,2021-07-01,19212362,2655,138.192,43,2.238,40298,56.64
Chile,2021-07-02,19212362,4056,211.114,221,11.503,71006,57.04
Chile,2021-07-03,19212362,3848,200.288,164,8.536,71902,57.16
Chile,2021-07-04,19212362,3323,172.962,130,6.766,71913,57.17
Chile,2021-07-05,19212362,2824,146.989,146,7.599,63781,57.73
Chile,2021-07-06,19212362,1857,96.657,39,2.03,36763,58.18
Chile,2021-07-07,19212362,1871,97.385,40,2.082,37001,58.64
Chile,2021-07-08,19212362,3255,169.422,186,9.681,69080,59.15
Chile,2021-07-09,19212362,2800,145.739,122,6.35,67480,59.62
Chile,2021-07-10,19212362,2769,144.126,131,6.819,65849,59.74
Chile,2021-07-11,19212362,2318,120.651,110,5.725,65483,59.75
Chile,2021-07-12,19212362,2145,111.647,103,5.361,59631,60.43
Chile,2021-07-13,19212362,1264,65.791,36,1.874,32595,60.97
Chile,2021-07-14,19212362,1243,64.698,33,1.718,32010,61.54
Chile,2021-07-15,19212362,2366,123.15,158,8.224,68698,62.04
Chile,2021-07-16,19212362,2053,106.858,102,5.309,63082,62.05
Chile,2021-07-17,19212362,1932,100.56,94,4.893,60197,62.12
Chile,2021-07-18,19212362,1398,72.766,111,5.778,53022,62.13
Chile,2021-07-19,19212362,1004,52.258,25,1.301,33868,62.52
Chile,2021-07-20,19212362,975,50.749,30,1.561,29021,63.02
Chile,2021-07-21,19212362,996,51.842,42,2.186,32377,63.39
Chile,2021-07-22,19212362,1859,96.761,181,9.421,67555,63.61
Chile,2021-07-23,19212362,1645,85.622,83,4.32,61172,63.91
Chile,2021-07-24,19212362,1391,72.401,83,4.32,60817,63.97
Chile,2021-07-25,19212362,1428,74.327,68,3.539,62571,63.98
Chile,2021-07-26,19212362,1168,60.794,93,4.841,55049,64.19
Chile,2021-07-27,19212362,745,38.777,32,1.666,31848,64.41
Chile,2021-07-28,19212362,827,43.045,25,1.301,34317,64.55
Chile,2021-07-29,19212362,1371,71.36,119,6.194,67894,64.98
Chile,2021-07-30,19212362,1341,69.799,71,3.696,63348,65.34
Chile,2021-07-31,19212362,1142,59.441,82,4.268,60233,65.39
Chile,2021-08-01,19212362,1171,60.95,80,4.164,64670,65.39
Chile,2021-08-02,19212362,910,47.365,88,4.58,59429,65.52
Chile,2021-08-03,19212362,605,31.49,24,1.249,31126,65.66
Chile,2021-08-04,19212362,726,37.788,31,1.614,33181,65.97
Chile,2021-08-05,19212362,1206,62.772,135,7.027,67266,66.19
Chile,2021-08-06,19212362,1182,61.523,74,3.852,61471,66.36
Chile,2021-08-07,19212362,938,48.823,71,3.696,63873,66.36
Chile,2021-08-08,19212362,854,44.451,65,3.383,60086,66.36
Chile,2021-08-09,19212362,953,49.603,91,4.737,57071,66.48
Chile,2021-08-10,19212362,507,26.389,31,1.614,30881,66.58
Chile,2021-08-11,19212362,644,33.52,19,0.989,32843,67.19
Chile,2021-08-12,19212362,1128,58.712,86,4.476,65327,67.61
Chile,2021-08-13,19212362,833,43.358,44,2.29,62430,67.86
Chile,2021-08-14,19212362,865,45.023,44,2.29,61058,67.87
Chile,2021-08-15,19212362,899,46.793,49,2.55,60185,67.87
Chile,2021-08-16,19212362,740,38.517,40,2.082,55843,67.98
Chile,2021-08-17,19212362,398,20.716,18,0.937,32636,68.12
Chile,2021-08-18,19212362,501,26.077,18,0.937,32915,68.53
Chile,2021-08-19,19212362,858,44.659,68,3.539,68052,68.85
Chile,2021-08-20,19212362,752,39.141,42,2.186,61188,69.14
Chile,2021-08-21,19212362,712,37.059,39,2.03,60466,69.16
Chile,2021-08-22,19212362,663,34.509,45,2.342,59480,69.16
Chile,2021-08-23,19212362,578,30.085,38,1.978,51960,69.32
Chile,2021-08-24,19212362,380,19.779,13,0.677,29201,69.44
Chile,2021-08-25,19212362,399,20.768,17,0.885,38029,69.53
Chile,2021-08-26,19212362,785,40.859,60,3.123,63985,69.95
Chile,2021-08-27,19212362,669,34.821,29,1.509,60920,70.23
Chile,2021-08-28,19212362,607,31.594,34,1.77,57697,70.24
Chile,2021-08-29,19212362,595,30.97,44,2.29,56139,70.24
Chile,2021-08-30,19212362,501,26.077,38,1.978,48875,70.67
Chile,2021-08-31,19212362,345,17.957,14,0.729,26111,71.16
Chile,2021-09-01,19212362,448,23.318,8,0.416,41971,71.34
Chile,2021-09-02,19212362,575,29.929,50,2.602,64301,71.47
Chile,2021-09-03,19212362,494,25.713,46,2.394,57318,71.56
Chile,2021-09-04,19212362,474,24.672,26,1.353,58803,71.57
Chile,2021-09-05,19212362,425,22.121,23,1.197,57187,71.57
Chile,2021-09-06,19212362,435,22.642,18,0.937,49193,71.89
Chile,2021-09-07,19212362,265,13.793,7,0.364,27369,72.22
Chile,2021-09-08,19212362,355,18.478,7,0.364,43498,72.3
Chile,2021-09-09,19212362,500,26.025,37,1.926,60081,72.36
Chile,2021-09-10,19212362,510,26.545,19,0.989,57718,72.41
Chile,2021-09-11,19212362,474,24.672,23,1.197,56668,72.41
Chile,2021-09-12,19212362,441,22.954,31,1.614,56394,72.41
Chile,2021-09-13,19212362,469,24.411,21,1.093,46802,72.62
Chile,2021-09-14,19212362,292,15.199,0,0,28613,72.83
Chile,2021-09-15,19212362,401,20.872,8,0.416,36966,72.91
Chile,2021-09-16,19212362,587,30.553,32,1.666,61697,72.96
Chile,2021-09-17,19212362,583,30.345,25,1.301,57845,72.96
Chile,2021-09-18,19212362,591,30.761,21,1.093,53970,72.96
Chile,2021-09-19,19212362,475,24.724,20,1.041,37404,72.96
Chile,2021-09-20,19212362,277,14.418,8,0.416,22863,73.08
Chile,2021-09-21,19212362,280,14.574,7,0.364,20338,73.21
Chile,2021-09-22,19212362,524,27.274,5,0.26,43427,73.3
Chile,2021-09-23,19212362,859,44.711,31,1.614,69628,73.36
Chile,2021-09-24,19212362,829,43.149,13,0.677,72586,73.41
Chile,2021-09-25,19212362,747,38.881,9,0.468,70774,73.41
Chile,2021-09-26,19212362,765,39.818,8,0.416,74774,73.41
Chile,2021-09-27,19212362,614,31.959,5,0.26,58300,73.51
Chile,2021-09-28,19212362,431,22.433,4,0.208,32408,73.61
Chile,2021-09-29,19212362,611,31.802,6,0.312,46433,73.67
Chile,2021-09-30,19212362,858,44.659,13,0.677,67527,73.72
Chile,2021-10-01,19212362,807,42.004,8,0.416,70613,73.76
Chile,2021-10-02,19212362,813,42.317,8,0.416,66943,73.76
Chile,2021-10-03,19212362,718,37.372,10,0.52,61648,73.76
Chile,2021-10-04,19212362,654,34.041,6,0.312,52355,73.84
Chile,2021-10-05,19212362,493,25.661,6,0.312,31606,73.92
Chile,2021-10-06,19212362,695,36.175,6,0.312,43085,73.96
Chile,2021-10-07,19212362,942,49.031,243,12.648,64490,74
Chile,2021-10-09,19212362,998,51.946,12,0.625,62255,74.03
Chile,2021-10-10,19212362,1063,55.329,10,0.52,58879,74.03
Chile,2021-10-11,19212362,950,49.447,7,0.364,51267,74.03
Chile,2021-10-12,19212362,609,31.698,3,0.156,28616,74.37
Chile,2021-10-13,19212362,733,38.153,4,0.208,28920,74.65
Chile,2021-10-14,19212362,1191,61.991,5,0.26,47921,74.82
Chile,2021-10-15,19212362,1631,84.893,11,0.573,66751,74.91
Chile,2021-10-16,19212362,1689,87.912,3,0.156,66113,74.92
Chile,2021-10-17,19212362,1514,78.803,12,0.625,65170,74.92
Chile,2021-10-18,19212362,1315,68.446,11,0.573,51974,75.16
Chile,2021-10-19,19212362,933,48.562,3,0.156,34669,75.44
Chile,2021-10-20,19212362,1228,63.917,5,0.26,46314,75.77
Chile,2021-10-21,19212362,1793,93.325,12,0.625,65884,76.02
Chile,2021-10-22,19212362,2004,104.308,11,0.573,70193,76.31
Chile,2021-10-23,19212362,1994,103.787,11,0.573,68245,76.31
Chile,2021-10-24,19212362,1811,94.262,7,0.364,70569,76.31
Chile,2021-10-25,19212362,1623,84.477,16,0.833,57449,76.72
Chile,2021-10-26,19212362,1157,60.222,6,0.312,36118,77.22
Chile,2021-10-27,19212362,1710,89.005,6,0.312,52817,77.75
Chile,2021-10-28,19212362,2136,111.178,22,1.145,71016,78.27
Chile,2021-10-29,19212362,2281,118.726,10,0.52,70963,78.75
Chile,2021-10-30,19212362,2142,111.491,14,0.729,70922,78.77
Chile,2021-10-31,19212362,2171,113,14,0.729,68794,78.77
Chile,2021-11-01,19212362,1738,90.463,20,1.041,57176,78.77
Chile,2021-11-02,19212362,1341,69.799,5,0.26,40130,79.26
Chile,2021-11-03,19212362,1300,67.665,8,0.416,34163,79.72
Chile,2021-11-04,19212362,1889,98.322,5,0.26,56485,80.14
Chile,2021-11-05,19212362,2510,130.645,19,0.989,80027,80.51
Chile,2021-11-06,19212362,2796,145.531,27,1.405,82419,80.53
Chile,2021-11-07,19212362,2567,133.612,21,1.093,80924,80.53
Chile,2021-11-08,19212362,2253,117.268,17,0.885,65817,80.76
Chile,2021-11-09,19212362,1746,90.879,4,0.208,49894,81.06
Chile,2021-11-10,19212362,2164,112.636,12,0.625,60064,81.36
Chile,2021-11-11,19212362,2733,142.252,22,1.145,83614,81.65
Chile,2021-11-12,19212362,2940,153.026,19,0.989,82901,81.89
Chile,2021-11-13,19212362,2703,140.691,15,0.781,82875,81.91
Chile,2021-11-14,19212362,2744,142.825,24,1.249,80189,81.92
Chile,2021-11-15,19212362,2295,119.454,25,1.301,70733,82.16
Chile,2021-11-16,19212362,1689,87.912,5,0.26,51132,82.4
Chile,2021-11-17,19212362,2120,110.346,11,0.573,59732,82.62
Chile,2021-11-18,19212362,2611,135.902,33,1.718,79950,82.82
Chile,2021-11-19,19212362,2698,140.43,30,1.561,81955,82.98
Chile,2021-11-20,19212362,2611,135.902,15,0.781,83017,82.99
Chile,2021-11-21,19212362,2641,137.464,23,1.197,77413,82.99
Chile,2021-11-22,19212362,2168,112.844,32,1.666,65893,83.16
Chile,2021-11-23,19212362,1760,91.608,12,0.625,44502,83.33
Chile,2021-11-24,19212362,2034,105.869,14,0.729,54478,83.5
Chile,2021-11-25,19212362,2670,138.973,43,2.238,81677,83.67
Chile,2021-11-26,19212362,2674,139.181,27,1.405,75350,83.81
Chile,2021-11-27,19212362,2634,137.099,37,1.926,75269,83.83
Chile,2021-11-28,19212362,2328,121.172,31,1.614,72198,83.83
Chile,2021-11-29,19212362,1960,102.018,30,1.561,66488,83.93
Chile,2021-11-30,19212362,1386,72.141,3,0.156,40539,84.08
Chile,2021-12-01,19212362,1523,79.272,10,0.52,52073,84.2
Chile,2021-12-02,19212362,2219,115.499,47,2.446,79885,84.32
Chile,2021-12-03,19212362,2091,108.836,36,1.874,79336,84.44
Chile,2021-12-04,19212362,2036,105.973,26,1.353,75772,84.45
Chile,2021-12-05,19212362,1927,100.3,36,1.874,71360,84.45
Chile,2021-12-06,19212362,1501,78.127,30,1.561,59999,84.58
Chile,2021-12-07,19212362,1164,60.586,4,0.208,41467,84.7
Chile,2021-12-08,19212362,1387,72.193,6,0.312,51647,84.7
Chile,2021-12-09,19212362,1771,92.18,59,3.071,69219,84.82
Chile,2021-12-10,19212362,0,0,0,0,52579,84.93
Chile,2021-12-11,19212362,2857,148.706,46,2.394,50635,84.94
Chile,2021-12-12,19212362,1577,82.083,40,2.082,64992,84.94
Chile,2021-12-13,19212362,1361,70.84,30,1.561,56751,85.06
Chile,2021-12-14,19212362,959,49.916,7,0.364,40618,85.17
Chile,2021-12-15,19212362,1060,55.173,4,0.208,51155,85.27
Chile,2021-12-16,19212362,1492,77.658,46,2.394,69811,85.36
Chile,2021-12-17,19212362,1433,74.587,39,2.03,70021,85.43
Chile,2021-12-18,19212362,1415,73.65,28,1.457,66839,85.44
Chile,2021-12-19,19212362,1252,65.166,24,1.249,58651,85.44
